Address,ID(Google),Name,Price_Level(Google),Rating(Google),Zip
"4631 Airport Blvd #131a, Austin, TX 78751, USA",978b2c930ff5774f8e2905a433d598ef2ff533a2,The Omelettry,2.0,4.2,78751
"4616 Triangle Ave, Austin, TX 78751, USA",15eaaf99beff5f23838ee5b8a0e24354443fb158,Galaxy Cafe,2.0,4.2,78751
"5242 N Lamar Blvd, Austin, TX 78751, USA",443f7b9cff46eaaf489c57e6646bc0e6fb6c5327,Taco Cabana,1.0,3.7,78751
"4615 N Lamar Blvd #307, Austin, TX 78751, USA",82ddc92176dd6c9beb6742692cc8ea6cec5bf970,Hopdoddy Burger Bar,2.0,4.5,78751
"5602 N Lamar Blvd, Austin, TX 78751, USA",e1387f2e6aee704a6d025e08daf567a115d1702f,Dan's Hamburgers,1.0,4.5,78751
"5900 N Lamar Blvd, Austin, TX 78751, USA",ff0b4893fe0e2df3582e1779edd753133c0b26e1,P. Terry's Burger Stand,,4.4,78751
"1000 E 41st St Unit K, Austin, TX 78751, USA",e9a63fa8fcbfa8d9cee6e08457d2401b99a277e3,Jack In The Box,1.0,2.8,78751
"4206 Duval St, Austin, TX 78751, USA",3cc4658d8ffe74b4a0a248b093638a76562af64f,Hyde Park Bar & Grill,,4.2,78751
"4631 Airport Blvd #130, Austin, TX 78751, USA",a51625e3ee27128c6ffd0ed96861490878f49861,Soup Peddler Real Food & Juice Bar,1.0,4.7,78751
"5621 Airport Blvd, Austin, TX 78751, USA",856ee9c822a5cf411421edc5ba3609c526574580,Quality Seafood Market,2.0,4.3,78751
"5301 Airport Blvd #100, Austin, TX 78751, USA",d5335c668ab25107ae6d2137c1ac621bbecd4fe3,Komé,3.0,4.6,78751
"4215 Duval St, Austin, TX 78751, USA",26cb4bef79175e236fbdcec2f2f3670955cdef2f,Mother's Cafe,2.0,4.4,78751
"1000 E 41st St Ste. 260, Austin, TX 78751, USA",f40ecc5340d7c8dd1a27dc6d164905f24856c661,Freebirds World Burrito,2.0,4.1,78751
"306 E 53rd St, Austin, TX 78751, USA",5dae93aab51d9cd8ea5f7d2cf8eac620665f2ef4,Foreign & Domestic,2.0,4.1,78751
"4905 Airport Blvd, Austin, TX 78751, USA",6ef664636711115acd09b7db2e78346b65d02fbd,Tyson's Tacos,,4.5,78751
"9710 N Lamar Blvd, Austin, TX 78753, USA",aa02bc0fc1de3a33f9c1d2464764d48ca3ec4407,Thomas Buffet,2.0,3.6,78753
"3800 N Lamar Blvd #120, Austin, TX 78756, USA",2f5ad79ce96295efa31195f59fd5b7132f9da741,Snooze an A.M. Eatery,2.0,4.5,78756
"4729 Burnet Rd, Austin, TX 78756, USA",d5279dff456f07881254b98c838f8c5416ad00be,Pinthouse Pizza,,4.7,78756
"4420 N Lamar Blvd, Austin, TX 78756, USA",a83a7405f0b79cc47aa420b49a98c7f65ee0c22b,Chili's Grill & Bar,1.0,3.9,78756
"5800 Burnet Rd, Austin, TX 78756, USA",0b7075f4bf826f3506e85d9c6e9fc5dec806b781,Sap's Fine Thai Cuisine,2.0,4.4,78756
"5408 Burnet Rd, Austin, TX 78756, USA",6517228e326cc10d97a434c2782835a7232dbf4c,Lucy's Fried Chicken,1.0,4.2,78756
"2320 Hancock Dr, Austin, TX 78756, USA",56dbae598b9957445f45639f6f38452e427f5260,Poke-Poke,1.0,4.6,78756
"4002 N Lamar Blvd, Austin, TX 78756, USA",6e3215fd77d45e486af0b0f7d24ad90fa0fdb9c9,Taco Shack,1.0,3.8,78756
"4929 Burnet Rd, Austin, TX 78756, USA",01418741bf9b7fb50e8a75f0ce9aa63e6cc95026,Sonic Drive-In,1.0,3.6,78756
"4200 N Lamar Blvd, Austin, TX 78756, USA",fed87216a48761907c02d0d88ac9d78924ea267c,Tacodeli,1.0,4.6,78756
"4412 Medical Pkwy, Austin, TX 78756, USA",7e522b4d252ea90c148124cd9134fddbac79c441,Taco Shack,1.0,3.8,78756
"5222 Burnet Rd, Austin, TX 78756, USA",b1c7cb728a1f49ca1d23eb2f073c1ea42c1933d4,Chi'Lantro,1.0,4.4,78756
"4400 N Lamar Blvd #102, Austin, TX 78756, USA",4708856e7d3c2ef92990cda6d5189f5d425e45e7,The Steeping Room,1.0,4.6,78756
"4001 N Lamar Blvd #502, Austin, TX 78756, USA",fc2140cd8491bad7d395affa46eb9112a3ad7659,Jimmy John's,1.0,3.9,78756
"5343 Burnet Rd, Austin, TX 78756, USA",4d29c771abb150d5ca2871c45dbc1bdfece3ab12,Papa John's Pizza,2.0,3.7,78756
"5011 Burnet Rd, Austin, TX 78756, USA",a05729ae468c39be8d5a145c39cd5a6e89274bb5,Citizen Eatery,1.0,4.4,78756
"4636 Burnet Rd, Austin, TX 78756, USA",474e4a9a83c12e8583d29e7242f03fdd08ae43a0,Maru Japanese Restaurant,2.0,4.5,78756
"5000 Burnet Rd, Austin, TX 78756, USA",212bf93b4c88cef23b2f461cb71c2d77d84f020a,The Big Kahuna,1.0,4.8,78756
"5119 Burnet Rd, Austin, TX 78756, USA",5e5d926dcc37172e412ae89df552ea7b46b164ce,Torchy's Tacos,1.0,4.6,78756
"2203 Hancock Dr, Austin, TX 78756, USA",d52d0204f0db08e8753ef420ad3e6e9d750faaf1,La Mancha,,4.2,78756
"5222 Burnet Rd #500, Austin, TX 78756, USA",aede5538f77884367e476806af9f490797768d7e,Sarah's Mediterranean,1.0,4.5,78756
"4800 Burnet Rd, Austin, TX 78756, USA",0ea0e05788c7c5d2d9f3c356829229029b622de3,Gusto,2.0,4.2,78756
"4800 Burnet Rd C300, Austin, TX 78756, USA",f6581d5233965ea18e53b33883d551dff96cdcfa,Blue Star,2.0,4.0,78756
"4516 Burnet Rd, Austin, TX 78756, USA",d936078430bce3ac738a594672807882c4affff9,La Cocina de Consuelo,2.0,4.4,78756
"1304 W Koenig Ln, Austin, TX 78756, USA",2c335eb0ceb270c25923cd1ddb6d2aba73cdc9b1,Chekos,2.0,4.3,78756
"4400 N Lamar Blvd, Austin, TX 78756, USA",a5d70276f3b9c04c3d48d4c622a76d83fa0496b9,Get Sum,,3.7,78756
"4400 N Lamar Blvd, Austin, TX 78756, USA",286b502fc103cdef82986a24cfc397eeba28c06a,Panda Express,1.0,2.5,78756
"911 W Anderson Ln, Austin, TX 78757, USA",65eff5145ba76d3aca8117d40523c1447afa10bd,Misung 888,,3.9,78757
"3401 Esperanza Crossing #106, Austin, TX 78758, USA",ab3670e3f61d529386bd613a0201c58ecc2cb93b,Xian Noodles,,4.7,78758
"9828 Great Hills Trail #100, Austin, TX 78759, USA",a26e1820bc719f9ba615da74e31ac240db46707c,Fire Bowl Cafe,2.0,3.9,78759
"10515 N. Mopac Espressway A-155, Austin, TX 78759, USA",1786a6a2102ed7b58660d60bcb38d6fb3176b41a,Masala Wok,2.0,4.0,78759
